MWSC,Name,RAJ2000,DEJ2000,d,logt,e_logt,
3314,FSR_0222         ,305.032,40.833,1238,7.2,       ,
3315,Dolidze_5        ,305.035,39.32,969,8.1,       ,
3316,Berkeley_86      ,305.052,38.69,1653,6.8,       ,
3321,Alessi_11        ,305.317,18.39,2973,9.085,0.048,
3323,Berkeley_88      ,305.332,48.14,5038,8.815,       ,
3325,Berkeley_87      ,305.407,37.405,1239,7.1,       ,
3326,NGC_6904         ,305.46,25.735,2920,7.8,       ,
3327,NGC_6910         ,305.812,40.795,1127,7.53,0.026,
3328,Collinder_421    ,305.787,41.695,758,9.08,0.03,
3329,NGC_6913         ,306,38.51,1173,7.51,       ,
3330,Kronberger_57    ,305.988,36.6,1757,8.95,0.034,
3332,Dolidze_8        ,306.127,42.27,1078,8.855,0.035,
3333,Berkeley_89      ,306.112,46.045,2839,9.2,       ,
3335,FSR_0224         ,306.345,40.226,1427,9.005,0.062,
3336,G_76.2-0.3       ,306.367,37.39,1547,7.475,       ,
3337,Dolidze_9        ,306.42,41.953,1063,8,       ,
3339,Dolidze_11       ,306.618,41.43,1813,7.35,       ,
3340,FSR_0210         ,306.637,37.266,1087,8.8,       ,
3341,ESO_026-02       ,306.658,-80,2473,9.7,       ,
3342,FSR_0213         ,306.745,38.972,1434,8.715,0.065,
3343,DB2001_7         ,306.795,39.45,2378,6.8,       ,
3345,Teutsch_30       ,306.922,36.075,1379,7.5,       ,
3346,IRAS_20264+4042  ,307.057,40.885,1818,6.6,       ,
3347,Teutsch_28       ,307.069,35.112,3797,8.85,0.027,
3348,Roslund_6        ,307.14,39.205,544,8.67,       ,
3349,FSR_0227         ,307.245,40.497,1297,8.515,       ,
3352,Dolidze_44       ,307.447,41.635,1499,8.155,       ,
3353,IRAS_20286+4105  ,307.617,41.264,1863,7.95,       ,
3354,Wit_4            ,307.552,44.335,1456,8,       ,
3355,FSR_0278         ,307.755,51.015,2368,8.85,       ,
3356,FSR_0128         ,307.755,4.72,1504,9.4,       ,
3357,NGC_6939         ,307.882,60.66,1800,9.27,       ,
3361,IRAS_20306+4005  ,308.115,40.285,2024,6.4,       ,
3362,FSR_0236         ,308.152,41.44,901,8.2,       ,
3364,Cyg_OB2          ,308.317,41.32,1593,6.72,       ,
3366,FSR_0260         ,308.43,45.616,1318,8.93,0.038,
3367,Kronberger_59    ,308.458,40.115,844,8,       ,
3368,G_80.35+0.72     ,308.475,41.382,1089,7.5,       ,
3369,NGC_6934         ,308.547,7.404,15606,10.1,       ,
3370,NGC_6940         ,308.61,28.28,844,8.98,0.024,
3372,NGC_6938         ,308.685,22.21,2428,9.245,0.04,
3373,FSR_0238         ,308.685,41.415,3091,6.77,       ,
3376,Patchick_103     ,308.733,53.296,1332,8.95,       ,
3377,Berkeley_90      ,308.812,46.841,2652,8.3,       ,
3378,DB2001_15        ,308.845,42.368,1728,6.6,       ,
3379,FSR_0255         ,308.956,44.29,1233,7.9,       ,
3380,FSR_0140         ,309.442,9.968,4011,9.45,       ,
3382,FSR_0245         ,309.525,42.225,1186,8.58,       ,
3383,FSR_0249         ,309.619,42.493,1790,6.1,       ,
3384,DB2001_16        ,309.63,42.105,1413,6.9,       ,
3385,DB2001_20        ,309.654,42.657,1818,7.5,       ,
3391,FSR_0251         ,310.102,42.95,857,8.7,       ,
3392,FSR_0175         ,310.11,24.22,2304,8.975,       ,
3394,NGC_6950         ,310.266,16.63,3280,9.205,0.035,
3395,DB2001_17        ,310.317,41.86,4227,6.4,       ,
3396,DB2001_18        ,310.339,41.98,1190,8.9,       ,
3397,Ruprecht_173     ,310.455,35.585,1791,8.8,       ,
3398,Dolidze_47       ,310.437,36.517,2293,8.4,       ,
3399,FSR_0183         ,310.56,26.587,3104,8.99,       ,
3400,DB2001_22        ,310.648,42.946,1891,7.235,       ,
3401,FSR_0184         ,310.68,26.543,2542,9.38,       ,
3402,FSR_0225         ,310.717,37.855,1150,8.865,       ,
3403,Turner_11        ,310.8,35.585,2200,8.92,       ,
3404,Alessi_12        ,310.845,23.785,543,7.46,       ,
3405,Ruprecht_174     ,310.855,37.012,1817,8.9,       ,
3407,FSR_0151         ,311.137,11.925,2451,9.4,0.036,
3408,FSR_0258         ,311.197,43.888,1238,8.3,       ,
3409,Ruprecht_175     ,311.265,35.503,4431,9,       ,
3410,FSR_0237         ,311.362,39.58,1656,8.1,       ,
3412,FSR_0274         ,312.277,47.88,2153,7.8,       ,
3413,SAI_137          ,312.495,41.255,2396,8.9,       ,
3415,Dol-Dzim_11      ,312.778,35.945,4873,9.2,       ,
3416,Roslund_7        ,313.095,37.9,736,8.6,0.072,
3418,FSR_0161         ,313.291,16.892,3620,9.5,       ,
3419,NGC_6981         ,313.365,-12.537,16997,10.1,       ,
3420,CBJC_7           ,313.396,44.789,4494,7.915,0.212,
3422,Barkhatova_1     ,313.432,46.025,912,8.72,       ,
3423,FSR_0261         ,313.447,43.115,852,8.275,       ,
3424,NGC_6989         ,313.492,45.24,1905,8.75,0.037,
3425,CBJC_8           ,313.558,44.91,2153,8.2,       ,
3426,NGC_6991A        ,313.614,47.466,565,9.055,0.033,
3428,FSR_0410         ,313.807,76.395,2200,9.2,       ,
3430,CBJC_4           ,314.073,44.39,1293,7.7,       ,
3431,FSR_0284         ,314.125,49.367,1887,8.775,       ,
3432,NGC_6997         ,314.13,44.61,741,8.9,       ,
3434,FSR_0275         ,314.137,46.883,3948,8.91,0.03,
3435,Berkeley_53      ,313.987,51.06,3301,9.09,0.01,
3439,Herbig_1, ,314.578,8,0,6,Simbad
3442,FSR_0290         ,314.737,50.765,1201,8.92,0.048,
3443,ESO_464-09       ,314.904,-29.395,1031,9.6,       ,
3446,NGC_7006         ,315.372,16.187,41177,10.1,       ,
3448,FSR_0273         ,315.435,44.8,2220,8.745,       ,
3449,Teutsch_22       ,315.42,44.12,2629,8.5,0.065,
3450,BDSB_19          ,315.442,33.55,7514,9.1,       ,
3453,FSR_0282         ,315.555,48.105,2533,9.24,0.025,
3455,Collinder_428    ,315.768,44.56,1185,8.855,       ,
3456,Berkeley_54      ,315.75,40.44,4236,8.985,0.031,
3457,FSR_0253         ,315.877,39.98,1414,8.275,       ,
3458,SAI_141          ,315.939,46.97,4940,8.6,       ,
3459,Teutsch_156      ,315.942,47.2,5408,8.785,       ,
3460,LDN_988e         ,316.027,50.25,700,6.67,       ,
3461,FSR_0270         ,316.045,44.345,1758,8.255,       ,
3463,FSR_0310         ,316.297,55.323,5288,8.095,       ,
3464,BDSB_21          ,316.339,49.657,1285,8.9,       ,
3465,NGC_7024         ,316.552,41.495,1513,8.425,0.052,
3466,NGC_7031         ,316.774,50.875,1100,8.2,       ,
3468,FSR_0288         ,317.04,49.01,1734,8.47,       ,
3469,Dolidze_55       ,317.46,40.61,1584,8.85,       ,
3470,NGC_7036         ,317.508,15.517,1069,9.45,       ,
3471,Basel_12         ,317.61,46.235,5664,8.925,0.027,
3472,FSR_0368         ,317.7,68.545,1513,8.38,       ,
3473,Dolidze_45       ,317.7,37.537,2928,8.935,       ,
3474,NGC_7039         ,317.763,45.733,1550,8.655,0.069,
3475,SAI_143          ,317.719,50.292,8999,8.6,       ,
3476,Berkeley_91      ,317.715,48.535,9471,8.4,       ,
3477,NGC_7037         ,317.73,33.732,2471,7.57,       ,
3478,Riddle_6         ,317.95,59.965,1198,7.1,       ,
3479,Kronberger_80    ,317.959,52.378,4976,8.75,       ,
3480,ASCC_113         ,318.007,38.61,501,7.93,       ,
3481,IC_1369          ,318.048,47.755,2530,8.54,       ,
3482,Basel_13         ,318.15,46.53,1313,8.96,0.032,
3484,FSR_0265         ,318.202,42,1476,9,       ,
3485,NGC_7044         ,318.292,42.495,3171,9.28,       ,
3486,Cyg_OB4          ,318.57,37.88,2471,7.56,0.079,
3487,NGC_7050         ,318.802,36.165,1685,9.19,0.044,
3488,Basel_15         ,318.978,48.853,701,8.6,       ,
3489,FSR_0291         ,319.125,48.355,3529,8.755,0.045,
3490,Berkeley_55      ,319.249,51.765,1700,8.57,0.036,
3491,Berkeley_56      ,319.41,41.817,13180,9.4,       ,
3492,FSR_0271         ,319.665,41.92,1599,8.9,       ,
3494,NGC_7055         ,319.89,57.607,1948,8.4,       ,
3495,FSR_0346         ,319.98,62.347,2820,8.25,       ,
3497,BDSB_23          ,320.1,55.47,5883,8.15,       ,
3498,Basel_14         ,320.257,44.825,1802,8.805,       ,
3499,ESO_236-07       ,320.49,-51.865,2933,9.75,       ,
3500,Teutsch_144      ,320.422,50.597,2472,8.805,0.036,
3501,NGC_7058         ,320.422,50.82,404,8.35,       ,
3502,FSR_0347         ,320.575,62.58,2953,8.25,       ,
3503,FSR_0295         ,320.662,49.857,1230,8.8,       ,
3504,FSR_0379         ,320.61,69.33,2396,8.12,       ,
3505,NGC_7062         ,320.862,46.39,1600,8.84,0.026,
3506,FSR_0296         ,320.989,49.93,2400,8.938,0.026,
3507,NGC_7063         ,321.135,36.495,689,7.955,       ,
3508,NGC_7067         ,321.052,48.02,2300,8.1,       ,
3509,FSR_0304         ,321.157,51.322,1423,8.785,0.101,
3510,Berkeley_92      ,321.195,57.532,6000,9,       ,
3511,Kronberger_81    ,321.544,53.534,7500,8.6,       ,
3513,FSR_0314         ,321.967,53.742,1710,8.14,       ,
3514,FSR_0293         ,321.975,47.15,2801,9.225,       ,
3515,FSR_0306         ,322.087,51.62,2328,7.5,       ,
3516,BDSB_24          ,322.219,54.608,1535,7.2,       ,
3517,NGC_7082         ,322.2,47.11,1300,8.002,0.17,
3518,NGC_7078         ,322.492,12.167,10392,10.1,       ,
3519,Platais_1        ,322.515,49,3508,8.2,       ,
3520,NGC_7086         ,322.612,51.608,1600,8.065,0.131,
3521,NGC_7092         ,322.95,48.45,310,8.569,0.054,
3524,NGC_7084         ,323.055,17.575,1259,9.425,       ,
3525,FSR_0317         ,323.154,53.755,1934,8.8,       ,
3526,NGC_7089         ,323.362,-0.823,11507,10.1,       ,
3527,FSR_0307         ,323.524,50.763,1500,9.15,0.055,
3528,NGC_7093         ,323.61,45.915,2500,8.5,0.121,
3529,FSR_0312         ,323.721,50.924,2700,8.66,       ,
3530,FSR_0320         ,323.85,53.7,4724,8.85,       ,
3531,FSR_0389         ,323.887,69.82,1988,8.9,       ,
3532,Kronberger_84    ,323.91,53.488,1310,8.825,       ,
3533,FSR_0324         ,324.045,53.805,4166,8.18,0.065,
3534,BDSB_22          ,324.112,52.465,2014,8.9,       ,
3535,FSR_0386         ,324.172,69.267,1135,7.94,       ,
3537,FSR_0277         ,324.337,40.595,3265,9.15,       ,
3538,FSR_0326         ,324.537,53.817,8700,8.1,       ,
3539,IC_1396          ,324.75,57.49,600,6,       ,
3540,FSR_0264         ,324.813,36.355,2398,9.41,0.03,
3542,ASCC_114         ,325.005,53.965,590,7.75,       ,
3543,NGC_7099         ,325.099,-23.18,8109,10.1,       ,
3544,IRAS_21388+5622  ,325.18,56.598,7061,8.28,       ,
3545,FSR_0316         ,325.23,52.31,1940,8.915,0.023,
3546,BDSB_31          ,325.485,66.085,1300,7.4,       ,
3549,NGC_7129         ,325.725,66.11,1046,7.15,       ,
3551,FSR_0323         ,325.815,52.525,6699,8.95,       ,
3552,Barkhatova_2     ,325.917,51.07,1100,8.632,       ,
3553,NGC_7127         ,325.921,54.615,2300,8.8,       ,
3554,NGC_7128         ,325.96,53.725,2301,7.26,       ,
3555,FSR_0303         ,326.224,47.482,6002,8.95,       ,
3556,FSR_0250         ,326.212,30.76,2489,9.5,       ,
3557,NGC_7142         ,326.302,65.792,2200,9.25,0.021,
3558,Teutsch_74       ,326.415,58.095,3330,9.05,       ,
3559,FSR_0334         ,326.542,55.435,2201,9.31,       ,
3560,FSR_0319         ,326.64,51.418,1680,8.6,       ,
3561,Palomar_12       ,326.662,-21.253,18996,10.05,       ,
3562,FSR_0333         ,326.79,54.928,6001,8.895,       ,
3564,FSR_0322         ,327.585,51.205,1867,9.25,       ,
3565,FSR_0305         ,327.633,47.02,2443,9.06,       ,
3566,FSR_0325         ,327.66,51.38,1800,8.45,       ,
3567,FSR_0336         ,327.726,55.215,1116,9.1,       ,
3568,FSR_0351         ,327.675,60.64,1239,9.125,       ,
3570,FSR_0338         ,327.933,55.313,14655,8.1,       ,
3571,IC_5146          ,328.372,47.265,770,6,       ,
3572,NGC_7160         ,328.417,62.61,800,7.2,       ,
3573,FSR_0266         ,328.515,33.584,1513,9.245,0.102,
3574,Berkeley_93      ,328.95,63.945,5733,7.45,       ,
3575,ASCC_115         ,329.167,51.525,750,8.35,       ,
3576,ASCC_116         ,329.625,54.49,1500,7.95,       ,
3577,NGC_7175         ,329.767,54.79,2500,8.821,0.019,
3578,FSR_0318         ,329.661,48.967,7002,8.804,0.044,
3579,FSR_0279         ,330.36,35.24,1819,8.665,0.322,
3580,FSR_0344         ,330.43,54.825,2300,8.9,       ,
3582,FSR_0437         ,331.02,76.377,1731,8.225,       ,
3583,Dolidze_56       ,331.027,59.9,7000,8.95,       ,
3584,ASCC_117         ,331.35,62.27,1500,6.225,       ,
3585,NGC_7209         ,331.225,46.552,1250,8.629,       ,
3586,FSR_0341         ,331.413,53.333,6000,9,       ,
3587,Collinder_471    ,331.687,71.975,2210,8.8,       ,
3588,FSR_0342         ,331.971,53.117,1942,8.275,       ,
3589,ASCC_118         ,332.115,61.095,1033,7.87,       ,
3590,FSR_0358         ,332.557,58.795,2578,9.3,       ,
3591,NGC_7226         ,332.602,55.398,3001,8.725,0.077,
3592,IC_1434          ,332.602,52.86,3210,8.245,0.058,
3593,FSR_0364         ,332.677,60.08,3399,9.15,       ,
3594,FSR_0354         ,332.79,57.66,1169,8,       ,
3595,NGC_7235         ,333.09,57.265,2700,7.3,       ,
3596,vdBergh_150      ,333.072,73.37,3990,8.8,       ,
3597,Teutsch_125      ,333.291,58.977,1445,9.1,       ,
3598,vdBergh_152      ,333.097,70.245,1964,9.295,0.032,
3599,Teutsch_126      ,333.439,55.753,1819,8.8,       ,
3600,PTB_3            ,333.349,70.045,3220,9.5,       ,
3601,BDSB_30          ,333.67,61.44,1490,6.55,       ,
3602,NGC_7243         ,333.795,49.875,850,7.965,0.071,
3603,NGC_7245         ,333.81,54.333,4000,8.55,       ,
3604,King_9           ,333.885,54.402,8001,9.5,       ,
3605,Kumar_21         ,334.087,60.103,2500,7.68,       ,
3606,IC_1442          ,333.997,53.995,1750,7.6,       ,
3607,FSR_0369         ,334.165,60.803,4427,9.1,       ,
3609,FSR_0356         ,334.597,56.77,2200,9.1,       ,
3610,FSR_0366         ,334.683,59,5610,8.715,       ,
3611,Pismis-Moreno_1  ,334.605,63.222,800,7.4,       ,
3612,SBB_2            ,334.729,56.088,4938,6.25,       ,
3614,ASCC_119         ,334.665,46.885,1200,8.791,0.017,
3615,FSR_0378         ,334.867,61.625,10000,8.1,       ,
3617,NGC_7261         ,335.118,58.113,2692,7.5,       ,
3618,Berkeley_94      ,335.737,55.87,2600,7.45,       ,
3621,FSR_0388         ,335.88,63.445,1050,8.13,       ,
3622,Teutsch_53       ,336.09,60.413,5502,8.85,       ,
3623,PTB_2            ,336.3,71.54,3093,9.3,       ,
3624,NGC_7281         ,336.265,57.82,1600,7.86,       ,
3625,NGC_7296         ,337.012,52.33,2013,8.675,0.031,
3626,Berkeley_95      ,337.072,59.14,1800,8.55,       ,
3628,Teutsch_76       ,337.185,61.634,3501,6.9,       ,
3630,Berkeley_96      ,337.47,55.405,3200,7,       ,
3631,ASCC_120         ,337.567,57.195,1500,7.4,       ,
3632,ASCC_121         ,337.707,54.845,2701,6.4,       ,
3633,FSR_0357         ,337.707,53.954,2500,8.835,0.01,
3634,FSR_0405         ,338.197,66.67,5213,9.3,       ,
3636,FSR_0365         ,338.266,55.535,3864,8.905,0.055,
3637,ASCC_122         ,338.379,39.579,700,7.7,       ,
3638,FSR_0328         ,338.362,43.263,5312,9.25,       ,
3639,FSR_0330         ,338.548,43.34,1900,9.135,       ,
3640,FSR_0331         ,338.685,43.44,3001,9.3,       ,
3641,FSR_0377         ,338.655,58.295,2300,7.7,       ,
3643,Teutsch_39       ,339.154,37.726,600,7.7,       ,
3644,FSR_0398         ,339.06,64.133,1200,7.7,       ,
3647,FSR_0362         ,339.787,53.63,5501,9.009,0.028,
3648,Berkeley_97      ,339.849,59.017,1800,7.55,       ,
3650,Czernik_42       ,339.903,59.918,4001,6.7,       ,
3652,FSR_0381         ,340.533,58.34,3552,8.25,       ,
3653,FSR_0385         ,340.627,58.92,1726,8.85,       ,
3654,ASCC_123         ,340.597,54.25,250,8.191,       ,
3655,Berkeley_98      ,340.654,52.368,4201,9.32,       ,
3656,FSR_0446         ,340.785,75.225,2210,7.96,0.182,
3657,FSR_0449         ,341.562,75.81,2251,8.058,       ,
3659,NGC_7380         ,341.835,58.095,1800,7.25,       ,
3660,LDN_1211         ,341.914,62.022,6002,9.1,       ,
3661,Teutsch_54       ,341.842,59.783,4004,9.15,       ,
3663,ASCC_124         ,341.895,46.31,700,8.195,       ,
3665,FSR_0428         ,342.345,69.079,3616,9.23,0.022,
3667,FSR_0429         ,342.865,69.058,4051,8.23,       ,
3668,FSR_0384         ,342.927,56.103,3402,6.85,       ,
3669,King_18          ,343.023,58.298,2550,8.525,       ,
3670,FSR_0404         ,343.35,62.12,5763,8.4,       ,
3671,FSR_0406         ,343.428,62.6,7154,7.3,       ,
3672,NGC_7419         ,343.572,60.8,2100,7.5,       ,
3673,King_10          ,343.755,59.17,2750,7.825,       ,
3674,NGC_7423         ,343.791,57.095,6001,8.901,0.038,
3675,FSR_0394         ,343.785,58.725,4739,9.2,       ,
3676,NGC_7429         ,343.972,59.96,1250,8.08,       ,
3677,ASCC_125         ,344.122,62.722,569,6.7,       ,
3682,NGC_7438         ,344.34,54.375,1000,8.8,0.028,
3683,FSR_0423         ,344.374,65.48,3801,9.1,       ,
3685,BDSB_37          ,344.775,59.468,2275,8.6,       ,
3686,FSR_0401         ,345.247,59.705,3208,8.6,       ,
3687,FSR_0413         ,345.21,62.888,1800,8.25,       ,
3688,FSR_0414         ,345.435,62.983,957,8.725,       ,
3689,FSR_0416         ,345.525,63.065,700,7.85,       ,
3690,Cep_OB5          ,345.567,57.022,1819,7.5,       ,
3691,Cep_OB3          ,345.982,63.39,668,7.75,       ,
3692,FSR_0418         ,346.113,63.166,2926,8.85,       ,
3696,FSR_0371         ,346.314,48.248,3541,8.7,       ,
3699,ASCC_126         ,346.455,51.07,900,7.451,       ,
3702,Pfleiderer_3     ,347.032,60.878,5500,9,       ,
3703,King_19          ,347.047,60.528,2000,9.1,       ,
3704,ASCC_127         ,347.206,64.845,400,7.82,       ,
3705,NGC_7492         ,347.11,-15.612,26303,10.1,       ,
3706,NGC_7510         ,347.757,60.579,2100,7.7,       ,
3707,NGC_7538         ,348.405,61.5,2800,6.3,       ,
3709,FSR_0417         ,348.487,59.855,2180,8.275,       ,
3710,FSR_0425         ,348.699,61.285,2644,8.7,0.035,
3711,FSR_0422         ,348.804,60.81,1200,8.664,0.027,
3712,Markarian_50     ,348.813,60.434,2300,7.1,       ,
3713,FSR_0430         ,348.856,64.155,871,8.88,       ,
3716,IRAS_23151+5912  ,349.354,59.474,2900,8.28,       ,
3718,PTB_4            ,349.815,70.09,2000,7,       ,
3719,Cas_OB2          ,349.965,60.74,2800,7.3,       ,
3720,ASCC_128         ,350.28,54.67,900,8.454,0.016,
3721,BDSB_44          ,350.178,61.2,2500,6.87,       ,
3722,Berkeley_99      ,350.344,71.788,4999,9.348,       ,
3723,FSR_0370         ,350.397,40.895,2062,9.15,       ,
3724,Dolidze_46       ,350.514,55.745,1450,8.412,       ,
3725,NGC_7654         ,351.177,61.637,1350,7.9,       ,
3726,Czernik_43       ,351.469,61.375,2500,7.76,0.314,
3727,Berkeley_100     ,351.477,63.778,2700,7.432,       ,
3729,FSR_0466         ,351.853,73.202,2227,8.895,0.026,
3730,ASCC_129         ,352.027,55.613,2000,9.05,       ,
3731,FSR_0427         ,352.36,56.945,1633,8.6,       ,
3732,FSR_0442         ,352.5,63.435,1252,9,       ,
3734,NGC_7686         ,352.422,49.17,2100,9.053,0.054,
3735,Skiff_J2330+60.2 ,352.575,60.247,1801,8.4,       ,
3736,FSR_0435         ,352.807,59.775,805,8.35,       ,
3737,Berkeley_101     ,353.188,64.205,3000,8.86,       ,
3738,Stock_11         ,352.845,55.813,1600,9.086,       ,
3739,King_20          ,353.325,58.463,1850,8.648,0.05,
3740,Czernik_44       ,353.395,61.938,1536,7.5,       ,
3742,FSR_0492         ,353.655,81.23,2650,8.61,       ,
3743,Stock_12         ,353.895,52.685,430,8.45,       ,
3744,FSR_0472         ,354.007,73.86,5501,7.45,       ,
3745,NGC_7708         ,354.075,72.851,1952,8.76,       ,
3746,FSR_0464         ,354.517,70.685,3330,9.145,0.034,
3747,Aveni-Hunter_1   ,354.292,48.55,500,8.186,0.173,
3748,SAI_149          ,354.514,60.545,1799,8.4,       ,
3750,Berkeley_102     ,354.715,56.626,4900,9.14,       ,
3751,BDSB_46          ,354.942,61.927,2000,7.25,       ,
3752,FSR_0441         ,355.503,58.545,1998,8.65,       ,
3753,FSR_0443         ,355.897,59.08,1821,8.8,0.02,
3754,Stock_17         ,355.947,62.165,2400,7,       ,
3755,Berkeley_103     ,356.317,59.3,1800,8.7,       ,
3756,FSR_0448         ,356.79,60.91,2012,8.55,       ,
3757,Negueruela_1     ,356.827,63.22,2800,6.98,       ,
3759,King_11          ,356.94,68.648,2850,9.32,       ,
3760,Teutsch_23       ,356.962,62.997,2800,7.1,       ,
3762,King_21          ,357.465,62.7,2101,7.8,       ,
3763,PTB_9            ,357.502,68.033,850,9.07,0.02,
3764,Pfleiderer_4     ,357.727,62.32,7722,9.65,       ,
3765,FSR_0465         ,357.754,66.188,4601,9.09,0.02,
3766,FSR_0451         ,357.847,60.834,1732,8.7,       ,
3767,NGC_7772         ,357.942,16.245,1250,9.162,0.01,
3768,ASCC_130         ,358.177,62.448,3500,7.241,0.148,
3769,PTB_6            ,358.114,68.193,2750,8.932,0.034,
3770,BDSB_47          ,358.263,60.47,1800,8.94,0.049,
3771,King_12          ,358.257,61.959,2400,7.145,       ,
3772,Kronberger_55    ,358.267,62.778,1988,7.38,       ,
3774,Harvard_21       ,358.555,61.74,2501,8.175,       ,
3775,FSR_0440         ,358.651,50.142,6656,9.1,       ,
3776,Czernik_45       ,358.957,64.62,2501,7.706,       ,
3777,NGC_7788         ,359.176,61.397,2200,7.48,       ,
3779,NGC_7789         ,359.355,56.73,1800,9.265,0.009,
3780,Frolov_1         ,359.355,61.623,2000,7.588,       ,
3781,NGC_7790         ,359.595,61.198,2900,8.1,       ,
3782,NGC_7795         ,359.409,60.083,4901,9,       ,
3783,FSR_0460         ,359.772,60.694,5875,8.705,0.025,
3784,NGC_7762         ,357.465,68.025,780,9.32,0.019,
